87.236.176.232 - - [09/Dec/2023:00:07:34 +0000] "GET / HTTP/1.1" 200 3979
185.180.143.80 - - [09/Dec/2023:06:08:22 +0000] "GET /static/historypage.js HTTP/1.1" 404 776
185.180.143.80 - - [09/Dec/2023:06:08:37 +0000] "GET /admin/ HTTP/1.1" 404 761
185.180.143.80 - - [09/Dec/2023:06:08:38 +0000] "GET /api/session/properties HTTP/1.1" 404 781
185.180.143.80 - - [09/Dec/2023:06:08:51 +0000] "GET /login HTTP/1.1" 200 1244
185.180.143.80 - - [09/Dec/2023:06:09:03 +0000] "GET /webfig/ HTTP/1.1" 404 762
185.180.143.80 - - [09/Dec/2023:06:09:16 +0000] "GET /showLogin.cc HTTP/1.1" 404 763
94.102.61.10 - - [09/Dec/2023:06:24:25 +0000] "GET / HTTP/1.1" 200 3979
205.185.119.170 - - [09/Dec/2023:06:42:28 +0000] "GET /manager/html HTTP/1.1" 403 3446
101.32.192.203 - - [09/Dec/2023:06:44:07 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
185.134.22.149 - - [09/Dec/2023:06:44:58 +0000] "GET / HTTP/1.1" 200 3979
185.134.22.149 - - [09/Dec/2023:06:44:59 +0000] "-" 400 2865
185.134.22.149 - - [09/Dec/2023:06:45:01 +0000] "-" 400 2107
13.40.43.120 - - [09/Dec/2023:06:46:04 +0000] "GET /.git/config HTTP/1.1" 404 766
185.180.143.8 - - [09/Dec/2023:06:46:54 +0000] "GET / HTTP/1.1" 200 3979
209.141.33.164 - - [09/Dec/2023:06:53:44 +0000] "GET /manager/html HTTP/1.1" 403 3446
54.173.157.97 - - [09/Dec/2023:07:08:14 +0000] "GET / HTTP/1.1" 200 3979
54.173.157.97 - - [09/Dec/2023:07:08:39 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
54.173.157.97 - - [09/Dec/2023:07:09:20 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
178.128.234.49 - - [09/Dec/2023:07:11:25 +0000] "-" 400 2851
178.128.234.49 - - [09/Dec/2023:07:11:26 +0000] "-" 400 2881
178.128.234.49 - - [09/Dec/2023:07:11:26 +0000] "GET / HTTP/1.1" 200 3979
178.128.234.49 - - [09/Dec/2023:07:11:27 +0000] "-" 400 2879
178.128.234.49 - - [09/Dec/2023:07:11:27 +0000] "-" 400 2175
185.254.196.173 - - [09/Dec/2023:07:35:33 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [09/Dec/2023:07:35:34 +0000] "POST / HTTP/1.1" 200 3979
135.125.244.48 - - [09/Dec/2023:07:57:23 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:07:57:24 +0000] "POST / HTTP/1.1" 200 3979
101.32.192.203 - - [09/Dec/2023:08:22:49 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
138.68.128.229 - - [09/Dec/2023:08:34:39 +0000] "-" 400 5157
139.162.84.205 - - [09/Dec/2023:08:41:35 +0000] "GET / HTTP/1.0" 200 3979
185.254.196.173 - - [09/Dec/2023:08:44:24 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [09/Dec/2023:08:44:25 +0000] "POST / HTTP/1.1" 200 3979
45.79.181.179 - - [09/Dec/2023:08:55:10 +0000] "-" 400 2215
135.125.244.48 - - [09/Dec/2023:08:56:02 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:08:56:02 +0000] "POST / HTTP/1.1" 200 3979
64.62.197.206 - - [09/Dec/2023:08:57:44 +0000] "GET / HTTP/1.1" 200 3979
64.62.197.207 - - [09/Dec/2023:08:58:04 +0000] "GET /favicon.ico HTTP/1.1" 404 762
64.62.197.201 - - [09/Dec/2023:08:58:18 +0000] "GET /?format=json HTTP/1.1" 200 3979
64.62.197.202 - - [09/Dec/2023:08:58:22 +0000] "CONNECT www.shadowserver.org:443 HTTP/1.1" 501 724
185.254.196.186 - - [09/Dec/2023:09:01:53 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.186 - - [09/Dec/2023:09:01:55 +0000] "POST / HTTP/1.1" 200 3979
35.203.211.79 - - [09/Dec/2023:09:18:24 +0000] "GET / HTTP/1.1" 200 3979
135.125.244.48 - - [09/Dec/2023:09:52:01 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:09:52:02 +0000] "POST / HTTP/1.1" 200 3979
101.32.192.203 - - [09/Dec/2023:10:01:21 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
45.128.232.15 - - [09/Dec/2023:10:13:01 +0000] "CONNECT google.com:443 HTTP/1.1" 501 724
185.254.196.173 - - [09/Dec/2023:10:14:31 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [09/Dec/2023:10:14:32 +0000] "POST / HTTP/1.1" 200 3979
205.185.119.170 - - [09/Dec/2023:10:18:44 +0000] "GET /manager/html HTTP/1.1" 403 3446
185.254.196.186 - - [09/Dec/2023:10:31:35 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.186 - - [09/Dec/2023:10:31:36 +0000] "POST / HTTP/1.1" 200 3979
3.81.172.31 - - [09/Dec/2023:10:36:13 +0000] "GET / HTTP/1.1" 200 3979
3.81.172.31 - - [09/Dec/2023:10:36:39 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
3.81.172.31 - - [09/Dec/2023:10:37:22 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
172.104.11.51 - - [09/Dec/2023:10:51:49 +0000] "-" 400 2217
65.49.1.10 - - [09/Dec/2023:11:08:54 +0000] "GET / HTTP/1.1" 200 3979
65.49.1.17 - - [09/Dec/2023:11:10:49 +0000] "GET /favicon.ico HTTP/1.1" 404 762
65.49.1.19 - - [09/Dec/2023:11:11:32 +0000] "GET /geoserver/web/ HTTP/1.1" 404 773
137.184.255.52 - - [09/Dec/2023:11:12:29 +0000] "GET /portal/redlion HTTP/1.1" 404 769
185.254.196.186 - - [09/Dec/2023:11:31:59 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.186 - - [09/Dec/2023:11:32:00 +0000] "POST / HTTP/1.1" 200 3979
78.153.140.221 - - [09/Dec/2023:11:39:29 +0000] "GET /.env HTTP/1.1" 404 755
78.153.140.221 - - [09/Dec/2023:11:39:30 +0000] "-" 400 2203
101.32.192.203 - - [09/Dec/2023:11:39:54 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
61.219.11.155 - - [09/Dec/2023:11:52:34 +0000] "-" 400 2865
61.219.11.155 - - [09/Dec/2023:11:52:34 +0000] "-" 400 2871
61.219.11.155 - - [09/Dec/2023:11:52:35 +0000] "-" 400 2877
87.227.250.217 - - [09/Dec/2023:12:03:27 +0000] "GET /stat HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:12:03:32 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:12:03:32 +0000] "POST / HTTP/1.1" 200 3979
78.108.177.52 - - [09/Dec/2023:12:04:36 +0000] "GET / HTTP/1.0" 200 3979
198.74.56.46 - - [09/Dec/2023:12:19:37 +0000] "GET / HTTP/1.1" 200 3979
172.104.11.51 - - [09/Dec/2023:12:20:38 +0000] "GET / HTTP/1.1" 200 3979
198.46.171.32 - - [09/Dec/2023:12:36:57 +0000] "GET /.env HTTP/1.1" 404 755
198.46.171.32 - - [09/Dec/2023:12:36:58 +0000] "POST / HTTP/1.1" 200 3979
139.162.84.205 - - [09/Dec/2023:12:40:08 +0000] "GET / HTTP/1.0" 200 3979
45.33.68.243 - - [09/Dec/2023:13:15:58 +0000] "-" 400 2177
101.32.192.203 - - [09/Dec/2023:13:19:02 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
54.193.204.135 - - [09/Dec/2023:13:19:14 +0000] "GET / HTTP/1.1" 200 3979
20.220.17.253 - - [09/Dec/2023:13:21:30 +0000] "GET /.env HTTP/1.1" 404 755
20.220.17.253 - - [09/Dec/2023:13:21:30 +0000] "POST / HTTP/1.1" 200 3979
64.62.197.91 - - [09/Dec/2023:13:26:17 +0000] "-" 400 2863
185.254.196.173 - - [09/Dec/2023:13:28:29 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [09/Dec/2023:13:28:30 +0000] "POST / HTTP/1.1" 200 3979
64.62.197.86 - - [09/Dec/2023:13:30:59 +0000] "-" 400 2847
141.98.11.60 - - [09/Dec/2023:13:32:22 +0000] "GET / HTTP/1.1" 200 3979
43.133.5.165 - - [09/Dec/2023:14:09:59 +0000] "GET / HTTP/1.1" 200 3979
36.99.136.129 - - [09/Dec/2023:14:10:06 +0000] "GET / HTTP/1.1" 200 3979
36.99.136.129 - - [09/Dec/2023:14:10:07 +0000] "GET /favicon.ico HTTP/1.1" 404 762
18.203.234.80 - - [09/Dec/2023:14:36:37 +0000] "GET / HTTP/1.1" 200 3979
18.203.234.80 - - [09/Dec/2023:14:36:57 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
135.125.244.48 - - [09/Dec/2023:14:40:18 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:14:40:18 +0000] "POST / HTTP/1.1" 200 3979
101.32.192.203 - - [09/Dec/2023:14:58:59 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
71.6.199.23 - - [09/Dec/2023:15:17:34 +0000] "GET / HTTP/1.1" 200 3979
71.6.199.23 - - [09/Dec/2023:15:17:34 +0000] "GET /favicon.ico HTTP/1.1" 404 762
172.104.11.46 - - [09/Dec/2023:16:21:16 +0000] "-" 400 2209
135.125.244.48 - - [09/Dec/2023:16:35:34 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:16:35:35 +0000] "POST / HTTP/1.1" 200 3979
101.32.192.203 - - [09/Dec/2023:16:38:38 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
139.162.84.205 - - [09/Dec/2023:16:41:35 +0000] "GET / HTTP/1.0" 200 3979
185.254.196.173 - - [09/Dec/2023:17:37:50 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [09/Dec/2023:17:37:50 +0000] "POST / HTTP/1.1" 200 3979
101.32.192.203 - - [09/Dec/2023:18:16:30 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
198.235.24.9 - - [09/Dec/2023:18:23:18 +0000] "GET / HTTP/1.1" 200 3979
135.125.244.48 - - [09/Dec/2023:18:23:57 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:18:23:57 +0000] "POST / HTTP/1.1" 200 3979
3.239.197.171 - - [09/Dec/2023:18:30:35 +0000] "GET / HTTP/1.1" 200 3979
3.239.197.171 - - [09/Dec/2023:18:31:22 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
3.239.197.171 - - [09/Dec/2023:18:31:42 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
44.211.157.230 - - [09/Dec/2023:18:40:09 +0000] "GET / HTTP/1.1" 200 3979
44.211.157.230 - - [09/Dec/2023:18:40:44 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
44.211.157.230 - - [09/Dec/2023:18:41:30 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
3.239.197.171 - - [09/Dec/2023:18:46:39 +0000] "GET / HTTP/1.1" 200 3979
3.239.197.171 - - [09/Dec/2023:18:47:29 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
3.239.197.171 - - [09/Dec/2023:18:47:59 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
31.7.58.42 - - [09/Dec/2023:19:15:35 +0000] "POST /boaform/admin/formLogin HTTP/1.1" 404 782
185.254.196.186 - - [09/Dec/2023:19:20:52 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.186 - - [09/Dec/2023:19:20:52 +0000] "POST / HTTP/1.1" 200 3979
185.254.196.186 - - [09/Dec/2023:19:23:22 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.186 - - [09/Dec/2023:19:23:22 +0000] "POST / HTTP/1.1" 200 3979
87.227.250.217 - - [09/Dec/2023:19:43:54 +0000] "GET /status HTTP/1.1" 404 757
87.227.250.217 - - [09/Dec/2023:19:43:55 +0000] "GET /stat HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:19:44:30 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:19:44:31 +0000] "POST / HTTP/1.1" 200 3979
101.32.192.203 - - [09/Dec/2023:19:53:21 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
172.104.11.46 - - [09/Dec/2023:19:55:54 +0000] "-" 400 2205
198.235.24.161 - - [09/Dec/2023:20:12:53 +0000] "-" 400 2189
198.235.24.161 - - [09/Dec/2023:20:12:53 +0000] "-" 400 3395
3.235.183.18 - - [09/Dec/2023:20:28:58 +0000] "GET / HTTP/1.1" 200 3979
3.235.183.18 - - [09/Dec/2023:20:29:19 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
3.235.183.18 - - [09/Dec/2023:20:30:04 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
185.254.196.173 - - [09/Dec/2023:20:37:52 +0000] "GET /.env HTTP/1.1" 404 755
139.162.84.205 - - [09/Dec/2023:20:38:58 +0000] "GET / HTTP/1.0" 200 3979
185.180.143.137 - - [09/Dec/2023:20:43:37 +0000] "GET / HTTP/1.1" 200 3979
162.142.125.221 - - [09/Dec/2023:20:45:09 +0000] "GET / HTTP/1.1" 200 3979
162.142.125.221 - - [09/Dec/2023:20:45:13 +0000] "GET / HTTP/1.1" 200 3979
162.142.125.221 - - [09/Dec/2023:20:45:14 +0000] "GET /favicon.ico HTTP/1.1" 404 762
198.235.24.180 - - [09/Dec/2023:20:46:13 +0000] "-" 400 2217
198.235.24.180 - - [09/Dec/2023:20:46:14 +0000] "-" 400 3403
78.108.177.52 - - [09/Dec/2023:20:53:25 +0000] "GET / HTTP/1.0" 200 3979
135.125.244.48 - - [09/Dec/2023:20:55:17 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:20:55:17 +0000] "POST / HTTP/1.1" 200 3979
135.125.244.48 - - [09/Dec/2023:21:10:17 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:21:10:18 +0000] "POST / HTTP/1.1" 200 3979
205.210.31.154 - - [09/Dec/2023:21:14:07 +0000] "-" 400 2189
205.210.31.154 - - [09/Dec/2023:21:14:07 +0000] "-" 400 3415
130.211.54.158 - - [09/Dec/2023:21:20:02 +0000] "GET / HTTP/1.1" 200 3979
35.203.211.87 - - [09/Dec/2023:21:23:32 +0000] "GET / HTTP/1.1" 200 3979
192.241.196.106 - - [09/Dec/2023:21:26:22 +0000] "GET / HTTP/1.1" 200 3979
101.32.192.203 - - [09/Dec/2023:21:30:20 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
167.248.133.184 - - [09/Dec/2023:22:12:13 +0000] "GET / HTTP/1.1" 200 3979
167.248.133.184 - - [09/Dec/2023:22:12:14 +0000] "GET /favicon.ico HTTP/1.1" 404 762
46.28.72.50 - - [09/Dec/2023:22:12:33 +0000] "GET / HTTP/1.0" 200 3979
141.98.11.60 - - [09/Dec/2023:22:28:21 +0000] "GET / HTTP/1.1" 200 3979
198.199.104.17 - - [09/Dec/2023:22:45:56 +0000] "GET / HTTP/1.1" 200 3979
209.141.33.164 - - [09/Dec/2023:22:55:46 +0000] "GET /manager/html HTTP/1.1" 403 3446
64.227.150.86 - - [09/Dec/2023:23:01:19 +0000] "GET /aaa9 HTTP/1.1" 404 755
64.227.150.86 - - [09/Dec/2023:23:01:20 +0000] "GET /aab8 HTTP/1.1" 404 755
64.227.150.86 - - [09/Dec/2023:23:01:21 +0000] "GET / HTTP/1.1" 200 3979
101.32.192.203 - - [09/Dec/2023:23:07:17 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
185.254.196.173 - - [09/Dec/2023:23:52:03 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [09/Dec/2023:23:52:04 +0000] "POST / HTTP/1.1" 200 3979
185.254.196.173 - - [09/Dec/2023:23:58:51 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [09/Dec/2023:23:58:52 +0000] "POST / HTTP/1.1" 200 3979
